Zone géographique,Entreprise,Sous-catégorie,ID commande,Nom du client,Région,Nom du produit,Mode d'expédition,Pays,Remise,Grand public,Taux de remise,Catégorie,ID produit,Date d'expédition,Quantité,Profit,ID,Vente,Date de commande,ID client,Ville,Entreprise individuelle
Centre,1,Téléphones,ES-2011-2230157,Guillemine LaGarde,Aquitaine-Limousin-Poitou-Charentes,"Apple Casque, Tailles assorties",Tarif normal,France,0.15,0,TR1,Produits technologiques,PRO-TÉ-10002935,07-Aug-14,6,27.261,3610,388.161,03-Aug-14,GL-15310,Limoges,0
Centre,0,Art,ES-2011-5089231,Mélisande Boisvert,Hesse,"BIC Carnet de croquis, Bleu",Tarif normal,Allemagne,0,0,TR1,Fournitures de bureau,FOU-AR-10000930,06-Dec-14,3,26.19,9458,145.98,02-Dec-14,MB-17680,Offenbach,1
Centre,1,Photocopieurs,ES-2011-3060159,Catherine Bériault,Rhénanie-du-Nord-Westphalie,"Sharp Télécopieur, Livré par deux",Tarif normal,Allemagne,0,0,TR1,Produits technologiques,PRO-PH-10003184,29-Jan-14,2,53.16,6797,591.3,24-Jan-14,CB-12340,Bonn,0
Nord,1,Chaises,ES-2011-3081212,William Leclair,Uusimaa,"Novimex Rocking chair, Livré par deux",Tarif normal,Finlande,0,0,TR1,Mobilier,MOB-CH-10000886,03-Sep-14,2,29.4,9981,267.36,27-Aug-14,WL-21775,Helsinki,0
Nord,1,Meubles,ES-2011-4816650,Yvette Frappier,Uusimaa,"Rubvermaid Cadre photo, Durable",Tarif normal,Finlande,0,0,TR1,Mobilier,MOB-ME-10003962,27-Oct-14,6,14.58,5019,292.68,21-Oct-14,YF-21880,Helsinki,0
Centre,1,Électroménager,ES-2011-5185093,Alice Blanchard,Provence-Alpes-Côte d'Azur,"Breville Micro-ondes, Blanc",Tarif normal,France,0.1,0,TR1,Fournitures de bureau,FOU-ÉL-10003028,09-Apr-14,7,482.685,5705,1889.055,05-Apr-14,AB-10495,La Seyne-sur-Mer,0
Sud,0,Bibliothèques,ES-2011-5497239,Perrine Lamarre,Toscane,"Bush Bibliothèque classique, Classique",Tarif normal,Italie,0,0,TR1,Mobilier,MOB-BI-10001228,26-Jan-14,2,338.34,7768,825.36,22-Jan-14,PL-18970,Prato,1
Sud,0,Meubles,ES-2011-5803751,Charlotte Louis,Communauté Valencienne,"Advantus Plateau d'empilement, Multi-emballage",Tarif normal,Espagne,0,0,TR1,Mobilier,MOB-ME-10002326,13-Aug-14,2,14.76,1849,52.86,09-Aug-14,CL-12625,Valence,1
Sud,1,Papier,ES-2011-3321216,Pascaline Jobin,Castille-La Manche,"Xerox Fiches mémo, Multicolore",Tarif normal,Espagne,0,0,TR1,Fournitures de bureau,FOU-PA-10002977,23-May-14,1,0.42,8421,14.94,19-May-14,PJ-18745,Tolède,0
Nord,1,Chaises,ES-2011-1679370,Romaine Quiron,Angleterre,"Novimex Rocking chair, Noir",Tarif normal,Royaume-Uni,0,0,TR1,Mobilier,MOB-CH-10002555,07-Aug-14,3,46.44,523,387,03-Aug-14,RQ-19885,Huddersfield,0
Nord,0,Étiquettes,ES-2011-5682053,Fleur Bisson,Oslo,"Harbour Creations Étiquettes couleur, Blanc",Tarif normal,Norvège,0,1,TR1,Fournitures de bureau,FOU-ÉT-10002783,28-Dec-14,3,8.1,8151,38.7,26-Dec-14,FB-14440,Oslo,0
Centre,1,Art,ES-2011-2469850,Natalie Gosselin,Provence-Alpes-Côte d'Azur,"Boston Toile, Métal",J+2,France,0,0,TR1,Fournitures de bureau,FOU-AR-10003411,06-Aug-14,8,78.96,8270,439.2,04-Aug-14,NG-18040,Aix-en-Provence,0
Centre,1,Art,ES-2011-5693005,Alice Blanchard,Bade-Wurtemberg,"Binney & Smith Toile, Métal",Le même jour,Allemagne,0,0,TR1,Fournitures de bureau,FOU-AR-10004327,08-Nov-14,7,69.93,2374,368.34,08-Nov-14,AB-10495,Pforzheim,0
Nord,0,Art,ES-2011-2266607,Isabelle Rouze,Angleterre,"Binney & Smith Marqueurs, Bleu",Tarif normal,Royaume-Uni,0,1,TR1,Fournitures de bureau,FOU-AR-10001991,18-Apr-14,7,31.92,6597,168.63,14-Apr-14,IR-15820,Crewe,0
Nord,0,Art,ES-2011-5707696,Delphine Loiselle,Angleterre,"BIC Surligneurs, Tailles assorties",Tarif normal,Royaume-Uni,0,1,TR1,Fournitures de bureau,FOU-AR-10004485,26-Apr-14,3,11.88,5529,66.33,20-Apr-14,DL-13330,Lowestoft,0
Sud,0,Photocopieurs,IT-2011-2011704,Émilie Mailly,Sicile,"Brother Photocopieur personnel, Numérique",Tarif normal,Italie,0,0,TR1,Produits technologiques,PRO-PH-10003018,13-Jun-14,5,14.25,6989,712.65,07-Jun-14,ÉM-13885,Palerme,1
Centre,0,Étiquettes,IT-2011-2600640,Reine Jalbert,Berlin,"Avery Étiquettes légales, Rouge",Tarif normal,Allemagne,0.1,1,TR1,Fournitures de bureau,FOU-ÉT-10002867,27-Oct-14,3,3.942,7388,30.132,20-Oct-14,RJ-20065,Berlin,0
Centre,0,Classeurs,ES-2011-5389104,Prunella Gousse,Hesse,"Cardinal Renforts de perforations, Recyclé",Tarif normal,Allemagne,0,1,TR1,Fournitures de bureau,FOU-CL-10000371,13-Aug-14,1,2.37,5691,5.7,09-Aug-14,PG-19315,Francfort-sur-le-Main,0
Sud,1,Accessoires,ES-2011-5701425,Gaetan Bailby,Andalousie,"Memorex Clavier, Durable",Tarif normal,Espagne,0,0,TR1,Produits technologiques,PRO-AC-10004367,23-Dec-14,2,34.5,2977,90.84,19-Dec-14,GB-14740,Mijas,0
Sud,0,Stockage,IT-2011-4752666,Prunella Patenaude,Navarra,"Eldon Dossiers, Métal",J+2,Espagne,0.1,1,TR1,Fournitures de bureau,FOU-ST-10001643,20-Jun-14,2,-0.030000000,6382,28.89,18-Jun-14,PP-19330,Pampelune,0
Nord,0,Art,ES-2011-2140658,Trinité Ratté,Angleterre,"Stanley Surligneurs, Bleu",J+2,Royaume-Uni,0.5,0,TR2,Fournitures de bureau,FOU-AR-10001436,27-Mar-14,2,-8.82,9833,14.7,25-Mar-14,TR-21190,Sheffield,1
Centre,0,Éléments de fixation,ES-2011-5987802,Clémence Busque,Rhénanie-du-Nord-Westphalie,"OIC Agrafes, Tailles assorties",J+2,Allemagne,0,1,TR1,Fournitures de bureau,FOU-ÉL-10003119,22-Feb-14,7,23.31,243,61.53,18-Feb-14,CB-12925,Castrop-Rauxel,0
Sud,0,Éléments de fixation,ES-2011-4366058,Virginie Hughes,Communauté Valencienne,"OIC Épingles, Emballage en vrac",J+2,Espagne,0,0,TR1,Fournitures de bureau,FOU-ÉL-10001086,30-Sep-14,2,10.38,2238,28.14,28-Sep-14,VH-21700,Valence,1
Nord,1,Éléments de fixation,IT-2011-3462831,Téa Auberjonois,Stockholm,"Accos Punaises, Tailles assorties",Tarif normal,Suède,0.5,0,TR2,Fournitures de bureau,FOU-ÉL-10000051,01-Jul-14,3,-17.325,2435,17.955,25-Jun-14,TA-20860,Stockholm,0
Centre,0,Chaises,ES-2011-1222857,Constance Brisebois,Languedoc-Roussillon-Midi-Pyrénées,"SAFCO Chaise de plage, Noir",Tarif normal,France,0.6,1,TR2,Mobilier,MOB-CH-10000519,04-Oct-14,9,-182.034,2219,169.236,30-Sep-14,CB-13000,Toulouse,0
Centre,0,Art,ES-2011-1418466,Saturnin Viens,Bavière,"Boston Toile, Métal",J+2,Allemagne,0,1,TR1,Fournitures de bureau,FOU-AR-10003411,18-Jun-14,4,39.48,5105,219.6,14-Jun-14,SV-20245,Bamberg,0
Centre,0,Papier,IT-2011-4771701,Thérèse Provencher,Pays de la Loire,"Eaton Cahier, Par paquet de 12",J+2,France,0,0,TR1,Fournitures de bureau,FOU-PA-10001361,23-Sep-14,2,24.54,9606,61.44,21-Sep-14,TP-21025,La Baule-Escoublac,1
Centre,0,Bibliothèques,IT-2011-2568112,Patrick Bordeleau,Rhénanie-du-Nord-Westphalie,"Dania Bibliothèque classique, Blanc",J+2,Allemagne,0.1,0,TR1,Mobilier,MOB-BI-10003787,12-Dec-14,2,66.084,7309,743.904,08-Dec-14,PB-18805,Duisbourg,1
Nord,0,Téléphones,ES-2011-5335946,Rosemarie Gagnon,Angleterre,"Samsung Smartphone, Bleu",Tarif normal,Royaume-Uni,0,1,TR1,Produits technologiques,PRO-TÉ-10002975,10-Aug-14,5,36.9,8619,616.2,04-Aug-14,RG-19960,Ashford,0
Nord,0,Fournitures,ES-2011-2021080,Carine Cyr,Angleterre,"Stiletto Règle, Rectangulaire",Le même jour,Royaume-Uni,0,1,TR1,Fournitures de bureau,FOU-FO-10001783,20-Sep-14,3,11.43,3052,34.74,20-Sep-14,CC-12205,Colchester,0
Centre,0,Classeurs,ES-2011-5796288,Gemma Séguin,Rhénanie-du-Nord-Westphalie,"Wilson Jones Classeur, Économique",Tarif normal,Allemagne,0,1,TR1,Fournitures de bureau,FOU-CL-10002766,27-Sep-14,5,20.1,7985,65.1,22-Sep-14,GS-15040,Cologne,0
Centre,0,Classeurs,IT-2011-1549226,Delphine Loiselle,Hollande-Méridionale,"Avery Classeur, Économique",Prioritaire,Pays-Bas,0.5,1,TR2,Fournitures de bureau,FOU-CL-10004334,28-Aug-14,3,-4.32,4691,19.35,25-Aug-14,DL-13330,La Haye,0
Centre,0,Étiquettes,ES-2011-2087362,Marlon Ayot,Bavière,"Novimex Étiquettes de dossier, Durable",Tarif normal,Allemagne,0,0,TR1,Fournitures de bureau,FOU-ÉT-10001304,09-May-14,3,10.08,3578,25.92,04-May-14,MA-17290,Augsbourg,1
Sud,0,Téléphones,ES-2011-1443340,Jeanne Arsenault,Communauté Valencienne,"Samsung Smartphone, Emballage en vrac",Tarif normal,Espagne,0.1,1,TR1,Produits technologiques,PRO-TÉ-10004935,26-Apr-14,4,88.788,2950,443.988,21-Apr-14,JA-16030,Elx,0
Nord,0,Art,ES-2011-5220738,Charmille Dufresne,Angleterre,"Sanford Toile, Tailles assorties",J+2,Royaume-Uni,0,1,TR1,Fournitures de bureau,FOU-AR-10002732,23-Dec-14,2,0,69,107.4,21-Dec-14,CD-12640,Mansfield,0
Nord,1,Chaises,ES-2011-4585835,Aubrey Lajoie,Angleterre,"Novimex Chaise de plage, Réglable",Tarif normal,Royaume-Uni,0,0,TR1,Mobilier,MOB-CH-10004362,16-Nov-14,3,36.27,8007,145.35,09-Nov-14,AL-11275,Stockport,0
Nord,1,Téléphones,IT-2011-2419493,Alexis Aubin,Stockholm,"Nokia Casque, Emballage en vrac",Prioritaire,Suède,0.5,0,TR2,Produits technologiques,PRO-TÉ-10004561,13-Apr-14,2,-11.76,1109,73.2,12-Apr-14,AA-10360,Nacka,0
Centre,1,Chaises,ES-2011-2231102,Pascal Busson,Île-de-France,"Hon Rocking chair, Réglable",J+2,France,0.1,0,TR1,Mobilier,MOB-CH-10003469,02-Jan-15,4,202.236,1599,479.196,28-Dec-14,PB-18715,Argenteuil,0
Centre,1,Stockage,ES-2011-2251272,Adélaïde Perreault,Rhénanie-du-Nord-Westphalie,"Rogers Boîte, Métal",J+2,Allemagne,0.1,0,TR1,Fournitures de bureau,FOU-ST-10002408,24-Dec-14,4,1.824,8023,82.944,19-Dec-14,AP-10045,Duisbourg,0
Centre,0,Art,IT-2011-4565126,Raynald Legault,Hollande-Septentrionale,"Sanford Taille-crayon, Métal",J+2,Pays-Bas,0.5,1,TR2,Fournitures de bureau,FOU-AR-10000769,03-Dec-14,9,-0.135000000,3959,121.905,28-Nov-14,RL-19570,Haarlem,0
Sud,0,Classeurs,ES-2011-5644297,Gaétan Louineaux,Émilie-Romagne,"Ibico Machine à relier, Recyclé",Prioritaire,Italie,0,1,TR1,Fournitures de bureau,FOU-CL-10004896,13-Aug-14,3,27.9,1010,155.34,11-Aug-14,GL-14755,Bologne,0
Nord,0,Étiquettes,ES-2011-4806518,Barry Lafontaine,Angleterre,"Novimex Étiquettes légales, Durable",Tarif normal,Royaume-Uni,0,0,TR1,Fournitures de bureau,FOU-ÉT-10000097,24-Jun-14,11,15.51,9614,119.46,20-Jun-14,BL-11560,Mansfield,1
Nord,0,Bibliothèques,ES-2011-2466466,Pierre Marchesseault,Angleterre,"Sauder Bibliothèque, Blanc",Tarif normal,Royaume-Uni,0,0,TR1,Mobilier,MOB-BI-10001359,04-Jan-15,2,113.46,9172,298.68,28-Dec-14,PM-19135,Derby,1
Centre,1,Meubles,ES-2011-5693005,Alice Blanchard,Bade-Wurtemberg,"Tenex Butée de porte, Qualité supérieure",Le même jour,Allemagne,0,0,TR1,Mobilier,MOB-ME-10003967,08-Nov-14,2,13.56,2377,85.02,08-Nov-14,AB-10495,Pforzheim,0
Centre,1,Papier,ES-2011-5298002,Christine LaCaille,Aquitaine-Limousin-Poitou-Charentes,"Green Bar Ramette, Par paquet de 12",Prioritaire,France,0,0,TR1,Fournitures de bureau,FOU-PA-10003632,01-Jul-14,7,35.49,1986,237.3,28-Jun-14,CL-12805,Anglet,0
Centre,1,Fournitures,ES-2011-2469850,Natalie Gosselin,Provence-Alpes-Côte d'Azur,"Fiskars Règle, Acier",J+2,France,0,0,TR1,Fournitures de bureau,FOU-FO-10002972,06-Aug-14,3,6.57,8271,41.49,04-Aug-14,NG-18040,Aix-en-Provence,0
Centre,1,Meubles,ES-2011-3156142,Xarles Beauchemin,Bade-Wurtemberg,"Rubvermaid Ampoule, Noir",Prioritaire,Allemagne,0,0,TR1,Mobilier,MOB-ME-10001125,27-Sep-14,3,25.38,6184,56.52,24-Sep-14,XB-21805,Mannheim,0
Sud,1,Éléments de fixation,ES-2011-3856710,Théophile Bonneville,Madrid,"Stockwell Épingles, Par paquet de 12",Tarif normal,Espagne,0,0,TR1,Fournitures de bureau,FOU-ÉL-10002730,24-Oct-14,2,11.64,8403,25.92,20-Oct-14,TB-20980,Madrid,0
Nord,0,Classeurs,ES-2011-4753806,Minie Beaupré,Angleterre,"Cardinal Perforatrice, Durable",J+2,Royaume-Uni,0,0,TR1,Fournitures de bureau,FOU-CL-10000776,20-Dec-14,7,97.44,8185,212.1,15-Dec-14,MB-17890,Bebington,1
Nord,0,Classeurs,ES-2011-2324896,Faye Barrientos,Angleterre,"Wilson Jones Machine à relier, Clair",Le même jour,Royaume-Uni,0,0,TR1,Fournitures de bureau,FOU-CL-10001076,15-Aug-14,2,29.04,4844,96.84,15-Aug-14,FB-14245,Manchester,1
Centre,1,Électroménager,IT-2011-5495847,Orson Rochefort,Alsace-Champagne-Ardenne-Lorraine,"Cuisinart Blender, Argent",Tarif normal,France,0.1,0,TR1,Fournitures de bureau,FOU-ÉL-10000441,08-Jun-14,2,-8.148,4350,121.932,03-Jun-14,OR-18610,Strasbourg,0
Centre,0,Classeurs,ES-2011-1058269,Natalie Viens,Rhénanie-du-Nord-Westphalie,"Avery Onglets, Recyclé",Tarif normal,Allemagne,0,1,TR1,Fournitures de bureau,FOU-CL-10003924,21-Dec-14,2,3.42,9543,13.38,17-Dec-14,NV-18055,Herford,0
Sud,0,Classeurs,ES-2011-2722980,Gaétane Avare,Catalogne,"Cardinal Perforatrice, Clair",Tarif normal,Espagne,0,0,TR1,Fournitures de bureau,FOU-CL-10002162,14-Feb-14,3,17.73,8826,84.78,09-Feb-14,GA-14770,Barcelone,1
Nord,0,Fournitures,IT-2011-1111988,Yves Ouellet,Hovedstaden,"Fiskars Coupe-papier, Acier",Tarif normal,Danemark,0.5,1,TR2,Fournitures de bureau,FOU-FO-10003542,10-Dec-14,3,-37.755,5282,40.995,05-Dec-14,YO-21865,Copenhague,0
Nord,0,Art,ES-2011-2123345,Clarice Dagenais,Angleterre,"BIC Taille-crayon, Métal",Prioritaire,Royaume-Uni,0,0,TR1,Fournitures de bureau,FOU-AR-10004477,04-Sep-14,2,20.58,2081,60.54,01-Sep-14,CD-12910,High Wycombe,1
Centre,1,Électroménager,IT-2011-5193547,Susanne Quirion,Groningue,"Hoover Grille-pain, Rouge",J+2,Pays-Bas,0.5,0,TR2,Fournitures de bureau,FOU-ÉL-10003624,07-Jun-14,3,-105.39,9802,125.46,02-Jun-14,SQ-20755,Groningue,0
Centre,0,Enveloppes,ES-2011-2867068,Lucille Desilets,Rhénanie-du-Nord-Westphalie,"Jiffy Enveloppe à fermoir, Recyclé",J+2,Allemagne,0,1,TR1,Fournitures de bureau,FOU-EN-10002165,30-Sep-14,2,7.14,9743,14.64,28-Sep-14,LD-16885,Cologne,0
Centre,0,Fournitures,ES-2011-3080574,Methena Migneault,Île-de-France,"Kleencut Ciseaux, Acier",Tarif normal,France,0,1,TR1,Fournitures de bureau,FOU-FO-10002437,03-Jul-14,12,144,992,554.04,29-Jun-14,MM-17830,Paris,0
Centre,1,Stockage,ES-2011-5099069,Yvon Joly,Saxe-Anhalt,"Smead Dossiers, Industriel",Tarif normal,Allemagne,0.1,0,TR1,Fournitures de bureau,FOU-ST-10004824,23-Mar-14,5,11.565,6844,80.865,17-Mar-14,YJ-21895,Magdebourg,0
Centre,0,Fournitures,ES-2011-3058868,Horthense Bonsaint,Rhénanie-du-Nord-Westphalie,"Kleencut Ciseaux, Industriel",Tarif normal,Allemagne,0,0,TR1,Fournitures de bureau,FOU-FO-10002858,16-Oct-14,5,26.25,4044,119.55,10-Oct-14,HB-15640,Recklinghausen,1
Centre,1,Chaises,ES-2011-1875818,Belinda Couture,Centre-Val de Loire,"Harbour Creations Tabouret, Noir",Tarif normal,France,0.1,0,TR1,Mobilier,MOB-CH-10003873,10-Sep-14,2,81.702,9178,319.842,06-Sep-14,BC-11650,Dreux,0
Sud,0,Art,ES-2011-2836248,Mariette Desrosiers,Madrid,"BIC Stylos, Bleu",J+2,Espagne,0,1,TR1,Fournitures de bureau,FOU-AR-10001798,28-Dec-14,1,1.56,6213,14.28,26-Dec-14,MD-17230,Madrid,0
Centre,0,Papier,ES-2011-2075610,Manon Bergeron,Bavière,"SanDisk Papier parchemin, Recyclé",Tarif normal,Allemagne,0,1,TR1,Fournitures de bureau,FOU-PA-10002857,22-Aug-14,1,2.64,3383,16.62,18-Aug-14,MB-17065,Munich,0
Centre,0,Classeurs,ES-2011-3421954,Odile Boncoeur,Provence-Alpes-Côte d'Azur,"Wilson Jones Couverture de classeur, Durable",Tarif normal,France,0,1,TR1,Fournitures de bureau,FOU-CL-10001723,27-Nov-14,4,23.28,5612,50.76,21-Nov-14,OB-18340,Antibes,0
Centre,1,Bibliothèques,ES-2011-5693005,Alice Blanchard,Bade-Wurtemberg,"Ikea Armoire, Classique",Le même jour,Allemagne,0.1,0,TR1,Mobilier,MOB-BI-10001994,08-Nov-14,6,299.016,2376,769.176,08-Nov-14,AB-10495,Pforzheim,0
Sud,0,Chaises,ES-2011-4228024,Nicole Labrecque,Latium,"Novimex Rocking chair, Noir",Tarif normal,Italie,0.6,0,TR2,Mobilier,MOB-CH-10002555,10-Oct-14,5,-309.6,4030,258,06-Oct-14,NL-18175,Pomezia,1
Sud,1,Stockage,ES-2011-3248922,Éloïse Généreux,Galice,"Fellowes Plateaux, Métal",J+2,Espagne,0.1,0,TR1,Fournitures de bureau,FOU-ST-10000890,11-Sep-14,9,76.086,3267,457.326,08-Sep-14,ÉG-13855,Lugo,0
Nord,0,Fournitures,ES-2011-3470557,Pomeroy Goudreau,Oslo,"Kleencut Coupe-papier, Bleu",Tarif normal,Norvège,0,1,TR1,Fournitures de bureau,FOU-FO-10003461,03-Dec-14,9,68.04,3340,243.54,28-Nov-14,PG-19225,Oslo,0
Centre,1,Éléments de fixation,ES-2011-1536399,Toussaint Théberge,Vienne,"Advantus Punaises, Tailles assorties",Prioritaire,Autriche,0,0,TR1,Fournitures de bureau,FOU-ÉL-10004323,17-Jun-14,3,7.11,1362,35.64,15-Jun-14,TT-21160,Vienne,0
Sud,0,Classeurs,ES-2011-1786064,Aubrey Louineaux,Communauté Valencienne,"Acco Perforatrice, Recyclé",Tarif normal,Espagne,0,1,TR1,Fournitures de bureau,FOU-CL-10003161,03-Dec-14,5,13.65,2272,152.4,29-Nov-14,AL-11290,Torrevieja,0
Centre,1,Stockage,ES-2011-3979558,Gary Dupéré,Bâle-Ville,"Fellowes Chariot, Métal",Tarif normal,Suisse,0,0,TR1,Fournitures de bureau,FOU-ST-10000153,17-Mar-14,2,57.24,7014,272.76,12-Mar-14,GD-14890,Bâle,0
Centre,0,Photocopieurs,ES-2011-5605335,Pascaline Proulx,Vienne,"Brother Photocopieur, Numérique",J+2,Autriche,0,1,TR1,Produits technologiques,PRO-PH-10003538,19-Jul-14,2,5.22,9275,523.86,16-Jul-14,PP-18760,Vienne,0
Centre,0,Chaises,ES-2011-3577688,Halanisse Marceau,Nord-Pas-de-Calais-Picardie,"Novimex Fauteuil, Rouge",Tarif normal,France,0.1,1,TR1,Mobilier,MOB-CH-10002044,06-Sep-14,3,302.175,7469,1236.465,02-Sep-14,HM-15445,Wattrelos,0
Nord,0,Éléments de fixation,ES-2011-4156324,Serge Desrosiers,Angleterre,"Advantus Élastiques, Métal",J+2,Royaume-Uni,0,1,TR1,Fournitures de bureau,FOU-ÉL-10004696,30-Aug-14,1,4.17,760,16.71,26-Aug-14,SD-20380,Rochdale,0
Centre,0,Meubles,ES-2011-5335590,Valentin Briard,Nord-Pas-de-Calais-Picardie,"Deflect-O Butée de porte, Noir",Tarif normal,France,0,1,TR1,Mobilier,MOB-ME-10003803,23-Aug-14,5,8.7,703,219.75,17-Aug-14,VB-21310,Saint-Quentin,0
Centre,0,Papier,IT-2011-2536577,Alaïa Perrault,Languedoc-Roussillon-Midi-Pyrénées,"Green Bar Cahier, Qualité supérieure",J+2,France,0,1,TR1,Fournitures de bureau,FOU-PA-10000998,29-Jan-14,2,21.42,9297,59.58,26-Jan-14,AP-10240,Montpellier,0
Centre,1,Accessoires,ES-2011-3540276,Alexandrie Lanctot,Berlin,"Enermax Souris, Programmable",Tarif normal,Allemagne,0.1,0,TR1,Produits technologiques,PRO-AC-10004884,12-Jun-14,3,-12.537,166,112.833,08-Jun-14,AL-10405,Berlin,0
Centre,0,Stockage,ES-2011-3341008,Alaïa Flamand,Île-de-France,"Fellowes Chariot, Taille réelle",Prioritaire,France,0.1,1,TR1,Fournitures de bureau,FOU-ST-10003766,03-Dec-14,3,-41.202,3973,370.818,02-Dec-14,AF-10210,Paris,0
Centre,0,Bibliothèques,ES-2011-5389104,Prunella Gousse,Hesse,"Bush Étagères, Blanc",Tarif normal,Allemagne,0.1,1,TR1,Mobilier,MOB-BI-10004911,13-Aug-14,3,78.183,5690,469.233,09-Aug-14,PG-19315,Francfort-sur-le-Main,0
Centre,0,Art,IT-2011-1289488,Corinne Gour,Hollande-Méridionale,"BIC Marqueurs, Emballage en vrac",Le même jour,Pays-Bas,0.5,0,TR2,Fournitures de bureau,FOU-AR-10004380,13-Oct-14,2,-11.76,2860,26.7,13-Oct-14,CG-13030,Rotterdam,1
Centre,0,Bibliothèques,IT-2011-1521406,Adrien Turcotte,Brabant-Septentrional,"Sauder Armoire, Blanc",J+2,Pays-Bas,0.5,1,TR2,Mobilier,MOB-BI-10000820,25-May-14,6,-91.440000000,2177,507.6,21-May-14,AT-10090,Bréda,0
Sud,0,Téléphones,ES-2011-3403155,Véronique Leclerc,Madrid,"Samsung Smartphone, Taille réelle",J+2,Espagne,0.1,1,TR1,Produits technologiques,PRO-TÉ-10003734,09-May-14,2,34.854,7059,224.154,07-May-14,VL-21520,Alcobendas,0
Sud,0,Stockage,IT-2011-4370630,Meredith Beaujolie,Lisbonne,"Eldon Rayonnage, Métal",Prioritaire,Portugal,0.5,1,TR2,Fournitures de bureau,FOU-ST-10004014,28-Nov-14,2,-39.93,8049,47.49,27-Nov-14,MB-17770,Lisbonne,0
Nord,0,Art,ES-2011-5158390,Roland Pouchard,Angleterre,"Binney & Smith Toile, Bleu",Le même jour,Royaume-Uni,0,1,TR1,Fournitures de bureau,FOU-AR-10000560,11-Jan-14,2,19.5,7779,102.72,11-Jan-14,RP-19825,Woking,0
Centre,1,Bibliothèques,ES-2011-1276768,Georgette Moquin,Auvergne-Rhône-Alpes,"Sauder Étagère d'angle, Métal",Tarif normal,France,0.1,0,TR1,Mobilier,MOB-BI-10000801,18-Jun-14,2,55.728,5477,264.168,13-Jun-14,GM-15145,Thonon-les-Bains,0
Centre,0,Classeurs,ES-2011-5268439,Garance Labelle,Île-de-France,"Ibico Onglets, Durable",J+2,France,0,0,TR1,Fournitures de bureau,FOU-CL-10000812,01-May-14,2,7.02,2226,20.82,29-Apr-14,GL-14875,Versailles,1
Sud,0,Téléphones,IT-2011-2556136,Rosamonde Cousteau,Cantabrie,"Cisco Amplificateur de signal, Emballage en vrac",Tarif normal,Espagne,0.1,1,TR1,Produits technologiques,PRO-TÉ-10002803,16-Nov-14,1,-6.102,2702,136.728,10-Nov-14,RC-19930,Santander,0
Centre,0,Bibliothèques,ES-2011-5911716,Horthense Bonsaint,Vienne,"Safco Armoire, Blanc",Tarif normal,Autriche,0,0,TR1,Mobilier,MOB-BI-10003446,23-Dec-14,9,200.34,9938,1542.24,19-Dec-14,HB-15640,Vienne,1
Sud,0,Art,ES-2011-4864498,Astrid Gour,Castille-et-León,"Binney & Smith Marqueurs, Emballage en vrac",J+2,Espagne,0,0,TR1,Fournitures de bureau,FOU-AR-10002898,16-Apr-14,4,38.88,9469,97.44,12-Apr-14,AG-11125,Ponferrada,1
Centre,1,Stockage,ES-2011-5039850,Galatée LaGarde,Anvers,"Rogers Boîte, Industriel",Prioritaire,Belgique,0,0,TR1,Fournitures de bureau,FOU-ST-10004651,16-Jun-14,3,0,1916,73.35,13-Jun-14,GL-14800,Anvers,0
Nord,0,Art,IT-2011-3643140,Constance Bonneville,Angleterre,"Sanford Marqueurs, Tailles assorties",Tarif normal,Royaume-Uni,0,1,TR1,Fournitures de bureau,FOU-AR-10004349,18-Nov-14,3,7.11,4695,79.29,14-Nov-14,CB-12985,Bolton,0
Sud,1,Art,ES-2011-2945927,Pascaline Jobin,Trentin-Haut-Adige,"Binney & Smith Stylos, Bleu",Prioritaire,Italie,0,0,TR1,Fournitures de bureau,FOU-AR-10002443,23-Sep-14,3,15.03,446,35.82,21-Sep-14,PJ-18745,Bolzano,0
Sud,0,Stockage,ES-2011-5596924,Roy Dufour,Vénétie,"Smead Casiers, Industriel",Tarif normal,Italie,0.4,1,TR2,Fournitures de bureau,FOU-ST-10002409,17-Jun-14,2,-47.76,2356,238.68,13-Jun-14,RD-20005,Venise,0
Nord,0,Téléphones,ES-2011-4815184,Prunella Patenaude,Angleterre,"Nokia Chargeur, Bleu",Tarif normal,Royaume-Uni,0,1,TR1,Produits technologiques,PRO-TÉ-10001608,18-Jun-14,1,273.48,6746,636.06,14-Jun-14,PP-19330,Bolton,0
Centre,0,Enveloppes,ES-2011-4557691,Kari Thériault,Île-de-France,"GlobeWeis Enveloppe professionnelle, Livré par 50",Tarif normal,France,0,1,TR1,Fournitures de bureau,FOU-EN-10003476,11-Sep-14,6,28.08,7318,104.04,05-Sep-14,KT-16315,Orsay,0
Centre,0,Étiquettes,ES-2011-3876549,Sabine Bureau,Rhénanie-du-Nord-Westphalie,"Avery Étiquettes couleur, Durable",J+2,Allemagne,0,1,TR1,Fournitures de bureau,FOU-ÉT-10004221,08-Jun-14,1,4.77,8885,13.68,06-Jun-14,SB-20185,Cologne,0
Centre,0,Machines,ES-2011-1043483,Simone Gadbois,Vienne,"StarTech Imprimante de cartes, Blanc",Tarif normal,Autriche,0,0,TR1,Produits technologiques,PRO-MA-10002179,19-Jan-14,3,77.67,8484,485.73,14-Jan-14,SG-20425,Vienne,1
